JE Code,Store,Country,Region,Date,Item,Salesperson,List Price,Actual Price,Discount %
I-2976,Guangzhou,China,APAC,8/20/2016,Microwave,Abdul Amos,80,78,2.50%
I-2977,Moscow,Russia,EMEA,11/25/2016,Ceiling fan,Diane Batty,150,149,0.67%
I-2978,Sydney,Australia,APAC,11/26/2016,Washing Machine,William Martin,800,592,26.00%
I-2979,Paris,France,EMEA,08-01-16,Washing Machine,Nicole Ford,800,800,0.00%
I-2980,Buenos Aires,Argentina,LATAM,7/18/2016,Coffee grinder,Simon Snape,70,63,10.00%
I-2981,Seattle,USA,NA,06-11-14,Air conditioner,Kevin Styles,700,651,7.00%
I-2982,Seattle,USA,NA,11-12-15,Microwave,Richard Anderson,80,54,32.50%
I-2983,Tijuana,Mexico,LATAM,06-01-16,Blender,Kevin McLauchlin,50,50,0.00%
I-2984,Osaka,Japan,APAC,06-01-15,Dishwasher,Kenneth Walter,500,320,36.00%
I-2985,Paris,France,EMEA,12-02-18,Toaster,Ketan Bryan,50,43,14.00%
I-2986,Seoul,South Korea,APAC,1/27/2017,Microwave,Mark Brook,80,78,2.50%
I-2987,London,UK,EMEA,02-07-15,Vacuum Cleaner,Claire Brooks,250,248,0.80%
I-2988,Lima,Peru,LATAM,01-06-17,Iron,Kevin Goad,30,27,10.00%
I-2989,Vienna,Austria,EMEA,04-03-18,Oven,Paul Drage,500,495,1.00%
I-2990,Osaka,Japan,APAC,02-12-18,Washing Machine,Neil McAvoy,800,480,40.00%
I-2991,New York,USA,NA,03-01-16,Vacuum Cleaner,Stephen Cohen,250,215,14.00%
I-2992,Capetown,South Africa,EMEA,10-01-15,Dishwasher,Lucy Downs,500,420,16.00%
I-2993,Bucharest,Romania,EMEA,12-02-14,Washing Machine,Dell Lockwood,800,648,19.00%
I-2994,Tel Aviv,Israel,EMEA,11-10-17,Toaster,Frances Weller,50,49,2.00%
I-2995,Riyadh,Saudi Arabia,EMEA,8/27/2018,Dishwasher,Gillian Crawley,500,465,7.00%
I-2996,Mexico City,Mexico,LATAM,2/13/2014,Vacuum Cleaner,Jacqueline Green,250,215,14.00%
I-2997,Jerusalem,Israel,EMEA,6/23/2016,Ceiling fan,John Bond,150,149,0.67%
I-2998,Guangzhou,China,APAC,11/24/2014,Blender,Carl Snape,50,38,24.00%
I-2999,Ho Chi Minh City,Vietnam,APAC,9/20/2017,Refrigerator,Austin Parsons,1000,670,33.00%
I-3000,Ho Chi Minh City,Vietnam,APAC,06-12-18,Refrigerator,Sophie Petersen,1000,590,41.00%
I-3001,Kuala Lumpur,Malaysia,APAC,10/13/2014,Blender,Stephen MacGregor,50,49,2.00%
I-3002,New York,USA,NA,12/16/2015,Iron,Ian Coates,30,20,33.33%
I-3003,Paris,France,EMEA,8/17/2014,Dishwasher,Philip Tubbs,500,450,10.00%
I-3004,Cairo,Egypt,EMEA,08-12-18,Oven,David Amos,500,490,2.00%
I-3005,Warsaw,Poland,EMEA,12/21/2016,Vacuum Cleaner,Gary Mistry,250,103,58.80%
I-3006,Paris,France,EMEA,9/18/2016,Iron,Philip Tubbs,30,26,13.33%
I-3007,Bangalore,India,APAC,06-09-17,Refrigerator,Stuart Sykes,1000,570,43.00%
I-3008,Dublin,Ireland,EMEA,2/21/2014,Toaster,Gwyn Taylor,50,50,0.00%
I-3009,Kansas City,USA,NA,4/23/2016,Microwave,Christina Pedley,80,79,1.25%
I-3010,Rome,Italy,EMEA,6/23/2015,Iron,Michael Toy,30,27,10.00%
I-3011,Bogota,Colombia,LATAM,11/19/2014,Refrigerator,Alison Lazar,1000,800,20.00%
I-3012,Warsaw,Poland,EMEA,11-02-16,Toaster,Hin Bragg,50,46,8.00%
I-3013,Kansas City,USA,NA,11-03-15,Washing Machine,Douglas Davies,800,440,45.00%
I-3014,Toronto,Canada,NA,05-09-14,Microwave,Nick Blacklock,80,71,11.25%
I-3015,Kansas City,USA,NA,2/20/2016,Washing Machine,Ronnette Stocks,800,512,36.00%
I-3016,Lima,Peru,LATAM,03-05-14,Microwave,William Lant,80,77,3.75%
I-3017,Kuala Lumpur,Malaysia,APAC,06-08-14,Oven,Trudi Griffin,500,490,2.00%
I-3018,London,UK,EMEA,11/25/2015,Refrigerator,Francis Godden,1000,920,8.00%
I-3019,Riyadh,Saudi Arabia,EMEA,4/24/2017,Refrigerator,Kelly Owen,1000,740,26.00%
I-3020,Prague,Czech Republic,EMEA,6/26/2017,Dishwasher,Terence Mirza,500,450,10.00%
I-3021,Shanghai,China,APAC,07-11-18,Iron,Timothy Fraser,30,30,0.00%
I-3022,Jerusalem,Israel,EMEA,7/25/2015,Coffee grinder,Harold Charters,70,56,20.00%
I-3023,Vancouver,Canada,NA,08-04-17,Refrigerator,Brian Clarke,1000,560,44.00%
I-3024,Jerusalem,Israel,EMEA,1/15/2014,Blender,John Bond,50,48,4.00%
I-3025,Ho Chi Minh City,Vietnam,APAC,11-09-18,Dishwasher,Austin Parsons,500,490,2.00%
I-3026,London,UK,EMEA,4/27/2014,Oven,Philip Dewar,500,500,0.00%
I-3027,New York,USA,NA,3/14/2015,Oven,Robert Salisbury,500,490,2.00%
I-3028,Rochester,USA,NA,11-10-15,Ceiling fan,Richard Bard,150,101,32.67%
I-3029,Tijuana,Mexico,LATAM,04-12-16,Coffee grinder,Kevin McLauchlin,70,69,1.43%
I-3030,Los Angeles,USA,NA,5/21/2016,Washing Machine,Heather Beck,800,696,13.00%
I-3031,Moscow,Russia,EMEA,04-04-18,Coffee grinder,Darren Brooks,70,69,1.43%
I-3032,Sydney,Australia,APAC,11/30/2017,Washing Machine,Stephen Neville,800,520,35.00%
I-3033,Tel Aviv,Israel,EMEA,6/21/2016,Blender,David Isaacs,50,44,12.00%
I-3034,Seoul,South Korea,APAC,05-03-15,Microwave,Steven Wood,80,77,3.75%
I-3035,Osaka,Japan,APAC,12-11-15,Air conditioner,Jill Thompson,700,455,35.00%
I-3036,Lima,Peru,LATAM,6/19/2018,Dishwasher,Michael Wood,500,485,3.00%
I-3037,Shenzhen,China,APAC,7/28/2018,Oven,Fatima James,500,500,0.00%
I-3038,Los Angeles,USA,NA,7/22/2014,Ceiling fan,Colin Matthews,150,119,20.67%
I-3039,Lima,Peru,LATAM,12/22/2015,Coffee grinder,Kevin Goad,70,60,14.29%
I-3040,Sydney,Australia,APAC,10/19/2018,Blender,James Ricketts,50,45,10.00%
I-3041,Moscow,Russia,EMEA,7/20/2017,Washing Machine,Alexander Hillier,800,744,7.00%
I-3042,Houston,USA,NA,7/28/2017,Dishwasher,Rachel Snape,500,470,6.00%
I-3043,Tijuana,Mexico,LATAM,05-04-18,Coffee grinder,Richard Allnutt,70,61,12.86%
I-3044,Osaka,Japan,APAC,5/27/2015,Air conditioner,Paul Atkins,700,546,22.00%
I-3045,Sydney,Australia,APAC,4/26/2014,Oven,Christine Davies,500,495,1.00%
I-3046,Mexico City,Mexico,LATAM,2/17/2016,Washing Machine,Brendon Dyer,800,592,26.00%
I-3047,Dublin,Ireland,EMEA,11-06-15,Microwave,John Curtis,80,64,20.00%
I-3048,Shanghai,China,APAC,11/22/2014,Air conditioner,Denise Docherty,700,693,1.00%
I-3049,Rome,Italy,EMEA,02-12-15,Blender,Andrew Hirst,50,38,24.00%
I-3050,Mexico City,Mexico,LATAM,02-05-15,Ceiling fan,John Ali,150,140,6.67%
I-3051,Jerusalem,Israel,EMEA,6/21/2014,Iron,John Bond,30,24,20.00%
I-3052,Sao Paolo,Brazil,LATAM,10/26/2017,Microwave,Zoe Munday,80,74,7.50%
I-3053,Dubai,UAE,EMEA,2/21/2016,Coffee grinder,David Romero,70,62,11.43%
I-3054,Delhi,India,APAC,8/29/2014,Microwave,Glen Campbell,80,76,5.00%
I-3055,Los Angeles,USA,NA,11/20/2018,Toaster,Maxine Stockdale,50,45,10.00%
I-3056,Rochester,USA,NA,5/13/2018,Refrigerator,Christopher Grey,1000,670,33.00%
I-3057,Amsterdam,Netherlands,EMEA,07-09-18,Coffee grinder,David Dorey,70,67,4.29%
I-3058,Rochester,USA,NA,9/19/2017,Toaster,Michael Lauder,50,46,8.00%
I-3059,Osaka,Japan,APAC,8/30/2018,Washing Machine,Alice Canning,800,752,6.00%
I-3060,Santiago,Chile,LATAM,4/19/2018,Oven,Jason Edmund,500,490,2.00%
I-3061,Istanbul,Turkey,EMEA,10/30/2016,Ceiling fan,Ian McCartan,150,147,2.00%
I-3062,Prague,Czech Republic,EMEA,10/24/2015,Oven,Terence Mirza,500,495,1.00%
I-3063,Jerusalem,Israel,EMEA,01-06-17,Oven,Barbara Scott,500,500,0.00%
I-3064,Vienna,Austria,EMEA,2/26/2016,Refrigerator,Paul Drage,1000,680,32.00%
I-3065,Houston,USA,NA,09-11-18,Iron,Rachel Snape,30,27,10.00%
I-3066,Mexico City,Mexico,LATAM,10/24/2018,Blender,Brendon Dyer,50,44,12.00%
I-3067,Chicago,USA,NA,4/13/2018,Microwave,Amelia Scott,80,80,0.00%
I-3068,Rome,Italy,EMEA,1/21/2014,Dishwasher,Audrey Kane,500,360,28.00%
I-3069,Rochester,USA,NA,08-08-14,Washing Machine,Christopher Grey,800,656,18.00%
I-3070,Houston,USA,NA,5/17/2016,Vacuum Cleaner,David Salmon,250,248,0.80%
I-3071,Lima,Peru,LATAM,9/21/2016,Blender,William Lant,50,49,2.00%
I-3072,Moscow,Russia,EMEA,07-09-16,Dishwasher,Zulfiqar Mirza,500,480,4.00%
I-3073,Tokyo,Japan,APAC,03-01-14,Refrigerator,Alexander Uddin,1000,620,38.00%
I-3074,Toronto,Canada,NA,06-08-15,Vacuum Cleaner,David Shiner,250,190,24.00%
I-3075,London,UK,EMEA,5/20/2017,Washing Machine,Francis Godden,800,680,15.00%
I-3076,Delhi,India,APAC,05-09-18,Dishwasher,Tessa Morrow,500,480,4.00%
I-3077,Santiago,Chile,LATAM,12/16/2018,Blender,Julia Hammond,50,49,2.00%
I-3078,Dubai,UAE,EMEA,2/19/2015,Microwave,Brenda Lightfoot,80,58,27.50%
I-3079,Chicago,USA,NA,01-05-16,Dishwasher,Robert Polhill,500,500,0.00%
I-3080,Tel Aviv,Israel,EMEA,10/14/2014,Air conditioner,Frances Weller,700,574,18.00%
I-3081,Madria,Spain,EMEA,01-02-18,Toaster,Howard Jones,50,47,6.00%
I-3082,Guangzhou,China,APAC,02-12-18,Iron,Helen Watt,30,26,13.33%
I-3083,Sydney,Australia,APAC,11/22/2014,Iron,James Ricketts,30,22,26.67%
I-3084,Capetown,South Africa,EMEA,02-10-15,Air conditioner,Stuart Anderson,700,679,3.00%
I-3085,Vienna,Austria,EMEA,08-10-14,Refrigerator,Marie Hewitt,1000,850,15.00%
I-3086,Bangalore,India,APAC,6/23/2018,Oven,Stuart Hunter,500,490,2.00%
I-3087,Capetown,South Africa,EMEA,06-08-16,Coffee grinder,Nicholas Holloway,70,70,0.00%
I-3088,Delhi,India,APAC,6/18/2014,Dishwasher,Roy Johnson,500,455,9.00%
I-3089,Paris,France,EMEA,7/23/2014,Iron,Darren Webb,30,26,13.33%
I-3090,Bangkok,Thailand,APAC,09-01-17,Coffee grinder,Olive Foster,70,69,1.43%
I-3091,Sydney,Australia,APAC,08-11-18,Microwave,Stephen Neville,80,69,13.75%
I-3092,Capetown,South Africa,EMEA,7/18/2017,Ceiling fan,Noel Bull,150,141,6.00%
I-3093,Los Angeles,USA,NA,7/26/2015,Blender,Christopher Kitching,50,36,28.00%
I-3094,Madria,Spain,EMEA,03-12-14,Washing Machine,Philip Sutherland,800,608,24.00%
I-3095,Rome,Italy,EMEA,06-05-14,Oven,Elaine Whitfield,500,495,1.00%
I-3096,Birmingham,UK,EMEA,9/25/2015,Ceiling fan,Philip Collins,150,126,16.00%
I-3097,Shenzhen,China,APAC,08-02-18,Toaster,Alastair Mills,50,17,66.00%
I-3098,Istanbul,Turkey,EMEA,05-11-17,Iron,Richard Barr,30,28,6.67%
I-3099,Seattle,USA,NA,2/16/2016,Refrigerator,Derek Harris,1000,810,19.00%
I-3100,Shanghai,China,APAC,10/27/2014,Air conditioner,Sharon Hubble,700,700,0.00%
I-3101,San Fransisco,USA,NA,9/17/2018,Toaster,Gillan Clark,50,48,4.00%
I-3102,Houston,USA,NA,8/14/2016,Blender,David Salmon,50,43,14.00%
I-3103,Buenos Aires,Argentina,LATAM,8/15/2015,Washing Machine,Stuart Brown,800,504,37.00%
I-3104,Seoul,South Korea,APAC,10-04-18,Microwave,Suzanna Davies,80,76,5.00%
I-3105,Bangkok,Thailand,APAC,7/18/2015,Iron,Martin Gee,30,29,3.33%
I-3106,Tokyo,Japan,APAC,3/20/2015,Air conditioner,Tony Milner,700,644,8.00%
I-3107,Kansas City,USA,NA,12/30/2018,Coffee grinder,Christina Pedley,70,69,1.43%
I-3108,Seoul,South Korea,APAC,09-03-18,Refrigerator,Martin Birch,1000,780,22.00%
I-3109,Bangalore,India,APAC,3/26/2016,Blender,Delia Muhammad,50,45,10.00%
I-3110,London,UK,EMEA,09-07-14,Coffee grinder,Ian Borowski,70,70,0.00%
I-3111,Paris,France,EMEA,07-02-15,Vacuum Cleaner,Rory Bullion,250,225,10.00%
I-3112,Ho Chi Minh City,Vietnam,APAC,1/22/2014,Vacuum Cleaner,Sophie Petersen,250,205,18.00%
I-3113,Tokyo,Japan,APAC,8/24/2016,Ceiling fan,Kenneth Bullion,150,131,12.67%
I-3114,Bangalore,India,APAC,5/29/2014,Iron,Delia Muhammad,30,23,23.33%
I-3115,Bangkok,Thailand,APAC,8/22/2017,Ceiling fan,Andi Liu,150,150,0.00%
I-3116,Athens,Greece,EMEA,9/20/2017,Coffee grinder,Gary Roberts,70,69,1.43%
I-3117,Delhi,India,APAC,3/23/2018,Ceiling fan,Gillian Harris,150,128,14.67%
I-3118,Madria,Spain,EMEA,9/30/2017,Blender,Paul Long,50,49,2.00%
I-3119,Madria,Spain,EMEA,12-06-16,Microwave,Zhan Whitfield,80,70,12.50%
I-3120,Seoul,South Korea,APAC,03-09-18,Microwave,Mark Brook,80,80,0.00%
I-3121,Dublin,Ireland,EMEA,10/31/2016,Refrigerator,James Carley,1000,870,13.00%
I-3122,Jerusalem,Israel,EMEA,4/23/2014,Blender,Emma Westbrook,50,39,22.00%
I-3123,Vienna,Austria,EMEA,08-09-17,Ceiling fan,Daniel Henderson,150,138,8.00%
I-3124,Istanbul,Turkey,EMEA,10-04-17,Microwave,Chloe Lyons,80,75,6.25%
I-3125,Birmingham,UK,EMEA,09-02-14,Iron,Susan Goude,30,29,3.33%
I-3126,Istanbul,Turkey,EMEA,09-11-16,Coffee grinder,Mark Sayer,70,65,7.14%
I-3127,Jerusalem,Israel,EMEA,11-04-15,Blender,Susan Carley,50,47,6.00%
I-3128,Vancouver,Canada,NA,6/20/2018,Ceiling fan,Elaine Ricketts,150,140,6.67%
I-3129,Sao Paolo,Brazil,LATAM,2/17/2017,Vacuum Cleaner,Elizabeth Holloway,250,228,8.80%
I-3130,Guangzhou,China,APAC,3/14/2014,Coffee grinder,Glenys Wright,70,50,28.57%
I-3131,Osaka,Japan,APAC,01-09-16,Washing Machine,Denise Clark,800,768,4.00%
I-3132,New York,USA,NA,8/22/2014,Refrigerator,Stephen Cohen,1000,590,41.00%
I-3133,Cairo,Egypt,EMEA,10-06-16,Toaster,David Amos,50,50,0.00%
I-3134,Moscow,Russia,EMEA,1/14/2015,Washing Machine,Diane Batty,800,776,3.00%
I-3135,Shanghai,China,APAC,12-01-18,Iron,Paul Power,30,26,13.33%
I-3136,Rome,Italy,EMEA,8/18/2014,Dishwasher,Richard Batty,500,360,28.00%
I-3137,Prague,Czech Republic,EMEA,09-08-17,Ceiling fan,Christopher Martin,150,126,16.00%
I-3138,Sydney,Australia,APAC,02-04-16,Washing Machine,Jeremy Percival,800,520,35.00%
I-3139,San Fransisco,USA,NA,07-11-18,Refrigerator,James Stephen,1000,650,35.00%
I-3140,Tokyo,Japan,APAC,8/14/2016,Refrigerator,Kenneth Bullion,1000,920,8.00%
I-3141,London,UK,EMEA,2/24/2017,Blender,Francis Godden,50,49,2.00%
I-3142,Prague,Czech Republic,EMEA,05-01-18,Refrigerator,Pauline Pluck,1000,950,5.00%
I-3143,Seattle,USA,NA,09-12-17,Iron,Alan Davie,30,29,3.33%
I-3144,Madria,Spain,EMEA,09-01-14,Blender,Zhan Whitfield,50,37,26.00%
I-3145,Kansas City,USA,NA,4/18/2015,Iron,Xun Simms,30,23,23.33%
I-3146,Ho Chi Minh City,Vietnam,APAC,11-02-15,Vacuum Cleaner,Frank Sewell,250,168,32.80%
I-3147,Tel Aviv,Israel,EMEA,08-03-18,Air conditioner,Frances Weller,700,609,13.00%
I-3148,Vancouver,Canada,NA,4/14/2017,Dishwasher,Brian Clarke,500,470,6.00%
I-3149,Los Angeles,USA,NA,02-12-16,Microwave,Christopher Kitching,80,79,1.25%
I-3150,Shanghai,China,APAC,10/24/2015,Ceiling fan,Timothy Fraser,150,105,30.00%
I-3151,Buenos Aires,Argentina,LATAM,11-08-15,Microwave,Abdul Heywood,80,58,27.50%
I-3152,Moscow,Russia,EMEA,08-03-15,Washing Machine,Dermot Bailey,800,744,7.00%
I-3153,Dublin,Ireland,EMEA,08-08-14,Air conditioner,John Curtis,700,651,7.00%
I-3154,Ho Chi Minh City,Vietnam,APAC,06-07-17,Coffee grinder,Susan Dixon,70,65,7.14%
I-3155,Seattle,USA,NA,1/20/2015,Microwave,Kevin Styles,80,75,6.25%
I-3156,Lima,Peru,LATAM,4/29/2017,Dishwasher,William Lant,500,500,0.00%
I-3157,London,UK,EMEA,11/23/2017,Oven,Ian Borowski,500,495,1.00%
I-3158,Seoul,South Korea,APAC,7/28/2017,Air conditioner,James Gahagan,700,665,5.00%
I-3159,Prague,Czech Republic,EMEA,11/28/2017,Vacuum Cleaner,David Stewart,250,230,8.00%
I-3160,Tel Aviv,Israel,EMEA,3/23/2016,Ceiling fan,John Verma,150,143,4.67%
I-3161,Santiago,Chile,LATAM,1/27/2017,Vacuum Cleaner,Julia Hurren,250,230,8.00%
I-3162,Sao Paolo,Brazil,LATAM,01-06-15,Air conditioner,Cheryl Tubbs,700,665,5.00%
I-3163,Houston,USA,NA,7/19/2014,Vacuum Cleaner,Glenys Muhammad,250,245,2.00%
I-3164,Los Angeles,USA,NA,03-09-14,Toaster,Christopher Kitching,50,38,24.00%
I-3165,Tokyo,Japan,APAC,9/16/2016,Coffee grinder,Pauline Pope,70,64,8.57%
I-3166,Guangzhou,China,APAC,7/23/2015,Vacuum Cleaner,Helen Watt,250,238,4.80%
I-3167,Jerusalem,Israel,EMEA,06-05-16,Ceiling fan,Neil Tubbs,150,137,8.67%
I-3168,Warsaw,Poland,EMEA,6/16/2016,Washing Machine,Barbara McDevitt,800,520,35.00%
I-3169,Dublin,Ireland,EMEA,01-06-15,Microwave,Robert Harris,80,80,0.00%
I-3170,Capetown,South Africa,EMEA,2/14/2015,Microwave,Margaret Philp,80,62,22.50%
I-3171,London,UK,EMEA,8/24/2016,Toaster,James Neville,50,50,0.00%
I-3172,Kansas City,USA,NA,5/31/2014,Washing Machine,Kirsty Amos,800,640,20.00%
I-3173,Dubai,UAE,EMEA,3/19/2015,Iron,David Romero,30,21,30.00%
I-3174,Vancouver,Canada,NA,02-05-14,Refrigerator,Christine Rowe,1000,780,22.00%
I-3175,Prague,Czech Republic,EMEA,8/15/2017,Air conditioner,Edward Khan,700,679,3.00%
I-3176,Delhi,India,APAC,2/21/2015,Toaster,Russell Wood,50,50,0.00%
I-3177,New York,USA,NA,03-12-15,Coffee grinder,Barbara Turner,70,55,21.43%
I-3178,Dubai,UAE,EMEA,7/24/2014,Washing Machine,Peter Kelly,800,800,0.00%
I-3179,Bangkok,Thailand,APAC,12-12-17,Toaster,Andi Liu,50,50,0.00%
I-3180,Toronto,Canada,NA,11/23/2015,Microwave,Nick Blacklock,80,59,26.25%
I-3181,Chicago,USA,NA,11-04-15,Iron,Ronald Bettley,30,30,0.00%
I-3182,Kuala Lumpur,Malaysia,APAC,8/27/2017,Ceiling fan,Harold Lunn,150,140,6.67%
I-3183,Madria,Spain,EMEA,9/28/2014,Microwave,Zhan Whitfield,80,66,17.50%
I-3184,Bucharest,Romania,EMEA,9/23/2014,Dishwasher,Richard Rowe,500,475,5.00%
I-3185,Lima,Peru,LATAM,6/17/2016,Dishwasher,Michael Wood,500,485,3.00%
I-3186,Tijuana,Mexico,LATAM,04-09-15,Air conditioner,Rosemary Hatcher,700,581,17.00%
I-3187,Riyadh,Saudi Arabia,EMEA,8/15/2018,Microwave,Lloyd Barr,80,74,7.50%
I-3188,Buenos Aires,Argentina,LATAM,12-01-18,Oven,Nicola Nathan,500,490,2.00%
I-3189,Bangalore,India,APAC,10-09-16,Vacuum Cleaner,Delia Muhammad,250,240,4.00%
I-3190,Lima,Peru,LATAM,10/15/2017,Washing Machine,Lloyd Norton,800,744,7.00%
I-3191,Tijuana,Mexico,LATAM,1/13/2018,Oven,Richard Foy,500,490,2.00%
I-3192,Madria,Spain,EMEA,07-10-17,Oven,Howard Jones,500,495,1.00%
I-3193,Kansas City,USA,NA,1/26/2018,Oven,Douglas Davies,500,500,0.00%
I-3194,Warsaw,Poland,EMEA,11/14/2017,Ceiling fan,Anthony Connolly,150,138,8.00%
I-3195,Lima,Peru,LATAM,2/23/2016,Oven,Peter Jago,500,490,2.00%
I-3196,Ho Chi Minh City,Vietnam,APAC,10-04-17,Air conditioner,Rosemary Aziz,700,658,6.00%
I-3197,Bucharest,Romania,EMEA,3/27/2016,Refrigerator,Kevin Ross,1000,800,20.00%
I-3198,Shanghai,China,APAC,2/26/2017,Dishwasher,Paul Power,500,485,3.00%
I-3199,Athens,Greece,EMEA,02-01-16,Dishwasher,David Walker,500,445,11.00%
I-3200,Osaka,Japan,APAC,08-01-15,Coffee grinder,Selwyn Kitching,70,59,15.71%
I-3201,New York,USA,NA,07-04-14,Ceiling fan,Matthew Crowe,150,122,18.67%
I-3202,Amsterdam,Netherlands,EMEA,4/21/2016,Air conditioner,Allyson Parker,700,658,6.00%
I-3203,Moscow,Russia,EMEA,3/19/2015,Dishwasher,Darren Brooks,500,480,4.00%
I-3204,Berlin,Germany,EMEA,10/29/2015,Iron,Paul Mannion,30,27,10.00%
I-3205,Dubai,UAE,EMEA,12-08-17,Washing Machine,Marie Whitfield,800,592,26.00%
I-3206,Sao Paolo,Brazil,LATAM,09-02-17,Washing Machine,Richard Kay,800,680,15.00%
I-3207,Santiago,Chile,LATAM,12-01-16,Air conditioner,Richard James,700,693,1.00%
I-3208,Guangzhou,China,APAC,10/13/2017,Ceiling fan,Donald Higgs,150,141,6.00%
I-3209,Bogota,Colombia,LATAM,8/16/2017,Dishwasher,Paul Puri,500,470,6.00%
I-3210,San Fransisco,USA,NA,08-07-18,Oven,Gillan Clark,500,495,1.00%
I-3211,San Fransisco,USA,NA,05-07-16,Vacuum Cleaner,James Stephen,250,248,0.80%
I-3212,Tel Aviv,Israel,EMEA,11/30/2017,Microwave,Jacob Percival,80,76,5.00%
I-3213,Tokyo,Japan,APAC,09-05-15,Blender,Ken Mishra,50,33,34.00%
I-3214,Lima,Peru,LATAM,7/14/2018,Dishwasher,Michael Wood,500,475,5.00%
I-3215,Seoul,South Korea,APAC,05-06-18,Air conditioner,Martin Birch,700,686,2.00%
I-3216,London,UK,EMEA,12-03-14,Refrigerator,Claire Brooks,1000,780,22.00%
I-3217,Vancouver,Canada,NA,5/31/2014,Refrigerator,Elaine Ricketts,1000,510,49.00%
I-3218,Kansas City,USA,NA,12/24/2016,Blender,David Rodrigues,50,49,2.00%
I-3219,Guangzhou,China,APAC,10/19/2017,Washing Machine,Wolfgang Carvalho,800,512,36.00%
I-3220,Bogota,Colombia,LATAM,02-08-15,Washing Machine,Alison Lazar,800,656,18.00%
I-3221,Bogota,Colombia,LATAM,4/29/2015,Microwave,Philip Mishra,80,72,10.00%
I-3222,Bangalore,India,APAC,8/28/2014,Oven,Delia Muhammad,500,500,0.00%
I-3223,Bangalore,India,APAC,11-07-14,Washing Machine,Paresh Mathews,800,472,41.00%
I-3224,Delhi,India,APAC,1/28/2018,Microwave,Geoffrey Patel,80,80,0.00%
I-3225,Dublin,Ireland,EMEA,3/17/2015,Coffee grinder,John Curtis,70,64,8.57%
I-3226,San Fransisco,USA,NA,10-05-14,Ceiling fan,Kevin Ahmed,150,114,24.00%
I-3227,Istanbul,Turkey,EMEA,06-02-17,Microwave,Julie Pope,80,73,8.75%
I-3228,Berlin,Germany,EMEA,1/25/2017,Blender,James Whitehead,50,47,6.00%
I-3229,Mexico City,Mexico,LATAM,09-11-18,Refrigerator,James Anthony,1000,960,4.00%
I-3230,New York,USA,NA,9/29/2016,Refrigerator,Sarah Houghton,1000,990,1.00%
I-3231,Bogota,Colombia,LATAM,10/20/2018,Washing Machine,Antony Westlake,800,720,10.00%
I-3232,San Fransisco,USA,NA,09-08-15,Washing Machine,Richard Dewar,800,600,25.00%
I-3233,Paris,France,EMEA,01-03-16,Dishwasher,Ryan Goad,500,435,13.00%
I-3234,Bogota,Colombia,LATAM,2/26/2014,Iron,Russell Thorley,30,25,16.67%
I-3235,Shanghai,China,APAC,1/16/2014,Toaster,Glenys Raymond,50,46,8.00%
I-3236,London,UK,EMEA,10-09-14,Toaster,James Neville,50,48,4.00%
I-3237,Rome,Italy,EMEA,8/26/2016,Ceiling fan,Golam Reid,150,134,10.67%
I-3238,Mexico City,Mexico,LATAM,3/29/2014,Microwave,Mark Evans,80,75,6.25%
I-3239,Seoul,South Korea,APAC,4/23/2016,Air conditioner,Roger Scott,700,693,1.00%
I-3240,Jerusalem,Israel,EMEA,11/21/2014,Ceiling fan,David Hubble,150,119,20.67%
I-3241,Riyadh,Saudi Arabia,EMEA,10/28/2015,Microwave,Gillian Crawley,80,48,40.00%
I-3242,Toronto,Canada,NA,9/16/2014,Blender,David Shiner,50,45,10.00%
I-3243,San Fransisco,USA,NA,6/28/2014,Vacuum Cleaner,Gary Acheampong,250,250,0.00%
I-3244,Berlin,Germany,EMEA,7/27/2014,Dishwasher,John Gunter,500,380,24.00%
I-3245,Shenzhen,China,APAC,06-07-17,Oven,Keith Drage,500,495,1.00%
I-3246,Jerusalem,Israel,EMEA,1/28/2014,Air conditioner,Susan Carley,700,623,11.00%
I-3247,Capetown,South Africa,EMEA,4/17/2016,Blender,Margaret Philp,50,44,12.00%
I-3248,Athens,Greece,EMEA,9/20/2017,Iron,Mark Lawton,30,30,0.00%
I-3249,Bucharest,Romania,EMEA,7/13/2014,Toaster,Richard Rowe,50,49,2.00%
I-3250,Los Angeles,USA,NA,6/19/2016,Microwave,Paul Hirst,80,72,10.00%
I-3251,Shenzhen,China,APAC,05-06-15,Toaster,Caroline Gee,50,45,10.00%
I-3252,Seattle,USA,NA,8/30/2016,Ceiling fan,Kate Nash,150,149,0.67%
I-3253,Amsterdam,Netherlands,EMEA,11/19/2016,Coffee grinder,Allyson Rush,70,61,12.86%
I-3254,Tel Aviv,Israel,EMEA,8/28/2016,Oven,Jacob Percival,500,500,0.00%
I-3255,Prague,Czech Republic,EMEA,12/16/2014,Air conditioner,Maureen Haymes,700,672,4.00%
I-3256,Santiago,Chile,LATAM,01-04-18,Washing Machine,Julia Hammond,800,640,20.00%
I-3257,Madria,Spain,EMEA,7/30/2017,Refrigerator,Roy Lloyd,1000,630,37.00%
I-3258,Berlin,Germany,EMEA,01-05-17,Toaster,James Whitehead,50,46,8.00%
I-3259,Houston,USA,NA,12-01-15,Toaster,Glenys Muhammad,50,33,34.00%
I-3260,Prague,Czech Republic,EMEA,12/19/2016,Washing Machine,Stephen Nolan,800,568,29.00%
I-3261,Osaka,Japan,APAC,3/18/2015,Dishwasher,Stephen Brown,500,490,2.00%
